,0
https://bishopmoore.schoology.com/user/84082862/info,1
https://bishopmoore.schoology.com/user/84082863/info,1
https://bishopmoore.schoology.com/user/84082864/info,1
https://bishopmoore.schoology.com/user/84082865/info,0
https://bishopmoore.schoology.com/user/84082866/info,0
https://bishopmoore.schoology.com/user/84082867/info,0
https://bishopmoore.schoology.com/user/84082868/info,1
https://bishopmoore.schoology.com/user/84082869/info,1
